Nom méthode;Famille méthode de contrôle biologique;Sous-famille méthode de contrôle biologique;Type de traitement;Partie traitée;Mode d'action;Groupe ciblé;Cible principale;"Autres caractéristiques (précision; nom commercial; caractéristiques d'emploi…)";Stade d'application;RDD ou OAD;Nombre d'application;Dose application;Niveau de satisfaction de l'utilisation de la méthode;Filière;Cultures;Pleine terre ou abri;Période expérimentation;Nom du projet;Site expérimental;Code postal site;Nom du système;Lien fiche SYSTEME
Extraits hydroalcooliques de plantes + argile + soufre + lithothamme;Substances naturelles;Origine végétale;Fongicides;Aérienne;Fongicide de contact multi-sites;Ascomycètes;Oïdium;attention effet sur auxiliaires;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Lipopeptides;Substances naturelles;Origine bactérienne;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Botrytis cinerea;Lipopeptides issus de la fermentation de microorganismes  Padium ?;Avec d'autres produits tous les 15 jours;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;
Lipopeptides;Substances naturelles;Origine bactérienne;Fongicides;Aérienne;Stimulateur des défenses des plantes;Ascomycètes;Oïdium;Lipopeptides issus de la fermentation de microorganismes  Padium ?;Avec d'autres produits tous les 15 jours;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Problème en lisanthus;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Trichoderma harzianum;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Maladies telluriques;Maladies telluriques;Trichoderma harzianum Trianum;Mitigé;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Aphidius colemani;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;un lacher à l'apparition des premiers pucerons;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Aphidius ervi;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;un lacher à l'apparition des premiers pucerons;Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;Traitement à piègeages (phéromones);Bon;Horticulture;"Fleurs coupées  : renoncules; anémones; pavot; lisianthus; limonium";Hors sol serre verre;2012-2017;HORTIFLOR;CREAT - La Gaude;06610;S2 Renoncule Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_Hortiflor_CREAT_Renoncule%20Innovant.pdf;;;;
Aphidius sp.;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Si détections et si températures quant températures sup à 15° C;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;Si détection;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2019;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Si détection;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Coniothyrium minitans;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasites des sclérotes;Maladies telluriques;Maladies telluriques;Piège à phéromone CONTANS WG;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Macrocheles robustus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Prédateurs;Thrips;Thrips;Macrocheles robustus;15 jours avant plantations Chrysanthèmes et Céloisie;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"5 à 7 apports préventifs  tous les 7 à 15 jours sur chrysanthème; Céloisie";Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Si détection;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2018;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;;
Trichoderma harzianum;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Maladies telluriques;Maladies telluriques;Trichoderma;Apport avant plantation;Bon;Horticulture;"Fleurs coupées : campanule; célosie; chrysanthème; giroflée; lisianthus; muflier; tournesol";Serres verre;2012-2017;HORTIFLOR;Caté - St Pol de Léon;29250;"S3 Giroflée (""pleine terre rotation longue"")";http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIFLOR_CATE_Syst%C3%A8me%20pleine%20terre_livret.pdf;;;
Bacillus pumilus;Micro-organismes;Préparation bactérienne;Fongicides;Sol;Antagonisme et stimulateur de défense des plantes contre sclérotinose;Oomycètes;Phytophthora;Appliqué dans les pôts peu de précision;Mitigé;Horticulture;Choisya ternata (oranger du Mexique);Extérieur hors sol;2012-2017;HORTIPEPI;Arexhor Seine-Manche;78100;Choisya Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf;;;;
Neoseiulus californicus;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;"A mettre en place dès le début de la culture; lachers régluiers toutes deux semaines";Bon;Horticulture;Choisya ternata (oranger du Mexique);Extérieur hors sol;2012-2017;HORTIPEPI;Arexhor Seine-Manche;78100;Choisya Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf;;;;
Phytoseiulus persimilis;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;"A mettre en place dès le début de la culture; lachers régluiers; après N.californicus";Bon;Horticulture;Choisya ternata (oranger du Mexique);Extérieur hors sol;2012-2017;HORTIPEPI;Arexhor Seine-Manche;78100;Choisya Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf;;;;
Pythium oligandrum;Micro-organismes;Préparation fongique;Fongicides;Sol;Parasite de oomycètes;Oomycètes;Phytophthora;Pythium oligandrum Contre fusariose et sclérotiniose;Appliqué dans les pôts peu de précision;Mitigé;Horticulture;Choisya ternata (oranger du Mexique);Extérieur hors sol;HORTIPEPI;Arexhor Seine-Manche;78100;Choisya Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf;;;;
Trichoderma harzianum;Micro-organismes;Préparation fongique;Fongicides;Sol;Antagonisme;Oomycètes;Phytophthora;Trichoderma harzianum;Appliqué dans les pôts peu de précision;Mitigé;Horticulture;Choisya ternata (oranger du Mexique);Extérieur hors sol;2012-2017;HORTIPEPI;Arexhor Seine-Manche;78100;Choisya Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_Arexhor%20Seine-Manche_Choisya.pdf;;;
Anthocoris nemoralis;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Psylles;Anthocoris nemoralis (avec Potentilla fructicosa);Lachers au début du printemps;Bon;Horticulture;Elaeagnus;Hors sol en plein air;2016-2017;HORTIPEPI;GIE Fleurs et Plantes du Sud-Ouest;33882;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf;;;
Anthocoris nemoralis;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Anthocoris nemoralis (avec Potentilla fructicosa);Lachers au début du printemps (mais cible principale psylle);Bon;Horticulture;Elaeagnus;Hors sol en plein air;2016-2019;HORTIPEPI;GIE Fleurs et Plantes du Sud-Ouest;33882;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf;;;
Huiles diverses;Substances naturelles;Origine végétale;Insecticides;Aérienne;Asphyxies;Hémiptères;Psylles;Huiles avec ou sans pyrèthres naturelles;"impact sur faune auxiliaire; limiter à des foyers";Bon;Horticulture;Elaeagnus;Hors sol en plein air;2016-2017;HORTIPEPI;GIE Fleurs et Plantes du Sud-Ouest;33882;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf;;;
Tamarixia upis;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Psylles;Hyménoptère  parasitoïde : Tamarixia upis;Bon;Horticulture;Elaeagnus;Hors sol en plein air;2016-2018;HORTIPEPI;GIE Fleurs et Plantes du Sud-Ouest;33882;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf;;;;
Tamarixia upis;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Hyménoptère  parasitoïde;Bon;Horticulture;Elaeagnus;Hors sol en plein air;2016-2020;HORTIPEPI;GIE Fleurs et Plantes du Sud-Ouest;33882;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_GIE%20FPSO_Eleaegnus.pdf;;;;
Aphidoletes aphidimyza;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;Aphidoletes aphidimyza (avec potentilles);"Introduction en début de saison de S18 à S27; avant les auxliaires naturellement présents";Bon;Horticulture;Viburnum tinus (Laurier tin);Multichapelle froid;2012-2013;HORTIPEPI;CDHR - Centre Val de Loire;45590;Viburnum Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Chrysoperla carnea (avec potentilles);"Introduction en début de saison de S18 à S27; avant les auxliaires naturellement présents";Bon;Horticulture;Viburnum tinus (Laurier tin);Multichapelle froid;2012-2013;HORTIPEPI;CDHR - Centre Val de Loire;45590;Viburnum Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf;;;
Coccinelles;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Coccinelles (attirées par potentilles);aussi aménagements agro-écologique autour des serres;Bon;Horticulture;Viburnum tinus (Laurier tin);Multichapelle froid;2012-2013;HORTIPEPI;CDHR - Centre Val de Loire;45590;Viburnum Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf;;;
Syrphes;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Syrphes (attirées par potentilles);aussi aménagements agro-écologique autour des serres;Bon;Horticulture;Viburnum tinus (Laurier tin);Multichapelle froid;2012-2013;HORTIPEPI;CDHR - Centre Val de Loire;45590;Viburnum Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CDHR_Viburnum.pdf;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;Delfin;observations fréquentes nécessaire pour positionner le traitement;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Chrysoperla carnea (introduits);Coût élevées observations nécessaires;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Coccinelles;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Coccinelles (abords végétalisés);Importance de la végétalisations des abords;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Hymémoptères parasitoïdes;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;introduits;Introduction en préventifs;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Neoseiulus californicus;Macro-organismes;Acariens  prédateurs;Acaricides;Aérienne;Acariens prédateurs;Acariens;Acariens;Acarien prédateur;En curatif dès premières détections;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Syrphes;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;Syrphes (abords végétalisés);Importance de la végétalisations des abords;Bon;Horticulture;Photinia;En pots sous abris puis plein air;2012-2014;HORTIPEPI;CATE;29250;Photinia Innovant;http://www.ecophytopic.fr/sites/default/files/Fiche%20SYSTEME_HORTIPEPI_CATE_Photinia.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"Nécessite une technicité pour suivre et identifier les seuils de traitement; OAD suivi";Bon;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Aphidius sp.;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Pucerons;Pucerons;"Nécessite une technicité pour suivre et identifier les seuils de traitement; OAD suivi";Bon;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Pucerons;Pucerons;"Nécessite une technicité pour suivre et identifier les seuils de traitement; OAD suivi";Bon;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Micro-organismes pour biotisation des substrats;Micro-organismes;Préparation bactérienne et fongique;Fongicides;Sol;Antagonisme;Oomycètes;Pythium;A l'empotage;Bon;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Nématodes (contre sciarides);Macro-organismes;Nématodes parasites d'insectes;Insecticides;Aérienne;Parasites;Diptères;Mouches;apport au rempotage;Aucun avis émis;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Neoseiulus cucumeris;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;"Nécessite une technicité pour suivre et identifier les seuils de traitement; OAD suivi";Bon;Horticulture;Pélargonium;Hors sol sous abri;2012-2017;HORTIPOT;Arexhor Grand Est;88700;Pelargonium Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20syst%C3%A8me_HORTIPOT_Arexhor%20Grand%20Est_Pelargonium.pdf;;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;50 à 100 ind/m² sur les plantes pièges et la culture;Bon;Horticulture;Poinsettia;Hors sol sous serre chauffées;2012-2017;HORTIPOT;Arexhor Pays de Loire;49130;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_Astredhor%20Pays%20de%20Loire_Poinsettia.pdf;;;;
Aubergines;Plantes de service;Plantes attractives;Favorise les auxilaires;Aérienne;Plantes attractives;Hémiptères;Aleurodes;Aubergines comme plantes pièges;"2 plantes pour 7 m² à installer dès le rempotages ; coupler avec aspirations et effeuillages";Bon;Horticulture;Poinsettia;Hors sol sous serre chauffées;2012-2017;HORTIPOT;Arexhor Pays de Loire;49130;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_Astredhor%20Pays%20de%20Loire_Poinsettia.pdf;;;
Chrysoperla carnea;Macro-organismes;Insectes prédateurs;Insecticides;Aérienne;Prédateurs;Hémiptères;Cochenilles;Chrysoperla carnea (introduits);dès les premières cochenilles détectées;Bon;Horticulture;Poinsettia;Hors sol sous serre chauffées;2012-2017;HORTIPOT;Arexhor Pays de Loire;49130;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_Astredhor%20Pays%20de%20Loire_Poinsettia.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;Amblyseius swirskii (melon Emir);Apport selon températures;Bon;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;
Eretmocerus mundus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;Eretmocerus mundus (plantes pièges aubergine Bonica)  Hymenoptera: Aphelinidae;Apport selon températures;Mitigé;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;
Euseius gallicus;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Euseius gallicus  (avec apport de pollen);Associé à des apports de pollen;Bon;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;
Micro-organismes pour biotisation des substrats;Micro-organismes;Préparation bactérienne et fongique;Fongicides;Sol;Antagonisme;Ascomycètes;Botrytis cinerea;à l'incorporation puis 10 semaines après;Mitigé;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;;
Micro-organismes pour biotisation des substrats;Micro-organismes;Préparation bactérienne et fongique;Fongicides;Sol;Antagonisme;Oomycètes;Phytophthora;à l'incorporation puis 10 semaines après;Mitigé;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;;
Micro-organismes pour biotisation des substrats;Micro-organismes;Préparation bactérienne et fongique;Fongicides;Sol;Antagonisme;Oomycètes;Pythium;à l'incorporation puis 10 semaines après;Mitigé;Horticulture;Hibiscus rosa chinensis;Serres verre;2012-2014;HORTIPOT;CDHR;45590;Hibiscus Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me%20HORTIPOT_CDHR_Hibiscus.pdf;;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Hémiptères;Aleurodes;Amblyseius swirskii (avec apport de pollen Nutrimite);à la dose de 100 ind/m² vis-à-vis des des œufs et des jeunes larves;Bon;Horticulture;Poinsettia;Hors sol sous abri;2012-2017;HORTIPOT;GIE Fleurs et Plantes du Sud-Ouest;33883;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_GIE%20FPSO_Poinsettia.pdf;;;
Bacillus thuringiensis;Micro-organismes;Préparation bactérienne;Insecticides;Aérienne;Ingestion;Lépidoptères;Chenilles;Néamnomins pertes inévitables;Bon;Horticulture;Poinsettia;Hors sol sous abri;2012-2017;HORTIPOT;GIE Fleurs et Plantes du Sud-Ouest;33884;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_GIE%20FPSO_Poinsettia.pdf;;;;
Eretmocerus erimicus;Macro-organismes;Insectes parasitoïdes;Insecticides;Aérienne;Parasitoïdes;Hémiptères;Aleurodes;Eretmocerus erimicus (avec aubergine ?);Complète l'action de  A. swirskii en parasitant les larves;Bon;Horticulture;Poinsettia;Hors sol sous abri;2012-2017;HORTIPOT;GIE Fleurs et Plantes du Sud-Ouest;33884;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_GIE%20FPSO_Poinsettia.pdf;;;
Lecanicillium muscarium;Micro-organismes;Préparation fongique;Insecticides;Aérienne;Parasitisme;Hémiptères;Aleurodes;Micro-organismes contre les aleurodes;Bon;Horticulture;Poinsettia;Hors sol sous abri;2012-2017;HORTIPOT;GIE Fleurs et Plantes du Sud-Ouest;33884;Poinsettia Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_GIE%20FPSO_Poinsettia.pdf;;;;
Acibenzolar-s-methyl;Autres méthodes;Stimulateur des défenses;Fongicides;Aérienne;Stimulateur des défenses des plantes;Basidiomycètes;Rouille blanche;INSSIMO;Au moins trois fois à interval de 15 jours et préventifs;Bon;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;
Amblyseius swirskii;Macro-organismes;Acariens  prédateurs;Insecticides;Aérienne;Acariens prédateurs;Thrips;Thrips;Acarien prédateur;En curatif;Bon;Horticulture;Chrysanthème;Hors sol sous abri plastique;2013-2017;HORTIPOT;Stepp Bretagne;22360;Chrysanthème Innovant;http://ecophytopic.fr/sites/default/files/Fiche%20Syst%C3%A8me_HORTIPOT_Stepp_Chrysantheme.pdf;;;
